(2, 3, 0)
((0, 0), (31, 31), 0)
(0, 0, 0, 2.9999999999999997e-04)
(0, 0, 1, 2.9999999999999997e-04)
(0, 0, 2, 2.9999999999999997e-04)
(0, 1, 0, 2.9999999999999997e-04)
(0, 1, 1, 2.9999999999999997e-04)
(0, 1, 2, 2.9999999999999997e-04)
(0, 2, 0, 2.9999999999999997e-04)
(0, 2, 1, 2.9999999999999997e-04)
(0, 2, 2, 2.9999999999999997e-04)
(0, 3, 0, 2.9999999999999997e-04)
(0, 3, 1, 2.9999999999999997e-04)
(0, 3, 2, 2.9999999999999997e-04)
(0, 4, 0, 2.9999999999999997e-04)
(0, 4, 1, 2.9999999999999997e-04)
(0, 4, 2, 2.9999999999999997e-04)
(0, 5, 0, 2.9999999999999997e-04)
(0, 5, 1, 2.9999999999999997e-04)
(0, 5, 2, 2.9999999999999997e-04)
(0, 6, 0, 2.9999999999999997e-04)
(0, 6, 1, 2.9999999999999997e-04)
(0, 6, 2, 2.9999999999999997e-04)
(0, 7, 0, 2.9999999999999997e-04)
(0, 7, 1, 2.9999999999999997e-04)
(0, 7, 2, 2.9999999999999997e-04)
(0, 8, 0, 2.9999999999999997e-04)
(0, 8, 1, 2.9999999999999997e-04)
(0, 8, 2, 2.9999999999999997e-04)
(0, 9, 0, 2.9999999999999997e-04)
(0, 9, 1, 2.9999999999999997e-04)
(0, 9, 2, 2.9999999999999997e-04)
(0, 10, 0, 2.9999999999999997e-04)
(0, 10, 1, 2.9999999999999997e-04)
(0, 10, 2, 2.9999999999999997e-04)
(0, 11, 0, 2.9999999999999997e-04)
(0, 11, 1, 2.9999999999999997e-04)
(0, 11, 2, 2.9999999999999997e-04)
(0, 12, 0, 2.9999999999999997e-04)
(0, 12, 1, 2.9999999999999997e-04)
(0, 12, 2, 2.9999999999999997e-04)
(0, 13, 0, 2.9999999999999997e-04)
(0, 13, 1, 2.9999999999999997e-04)
(0, 13, 2, 2.9999999999999997e-04)
(0, 14, 0, 2.9999999999999997e-04)
(0, 14, 1, 2.9999999999999997e-04)
(0, 14, 2, 2.9999999999999997e-04)
(0, 15, 0, 2.9999999999999997e-04)
(0, 15, 1, 2.9999999999999997e-04)
(0, 15, 2, 2.9999999999999997e-04)
(0, 16, 0, 2.9999999999999997e-04)
(0, 16, 1, 2.9999999999999997e-04)
(0, 16, 2, 2.9999999999999997e-04)
(0, 17, 0, 2.9999999999999997e-04)
(0, 17, 1, 2.9999999999999997e-04)
(0, 17, 2, 2.9999999999999997e-04)
(0, 18, 0, 2.9999999999999997e-04)
(0, 18, 1, 2.9999999999999997e-04)
(0, 18, 2, 2.9999999999999997e-04)
(0, 19, 0, 2.9999999999999997e-04)
(0, 19, 1, 2.9999999999999997e-04)
(0, 19, 2, 2.9999999999999997e-04)
(0, 20, 0, 2.9999999999999997e-04)
(0, 20, 1, 2.9999999999999997e-04)
(0, 20, 2, 2.9999999999999997e-04)
(0, 21, 0, 2.9999999999999997e-04)
(0, 21, 1, 2.9999999999999997e-04)
(0, 21, 2, 2.9999999999999997e-04)
(0, 22, 0, 2.9999999999999997e-04)
(0, 22, 1, 2.9999999999999997e-04)
(0, 22, 2, 2.9999999999999997e-04)
(0, 23, 0, 2.9999999999999997e-04)
(0, 23, 1, 2.9999999999999997e-04)
(0, 23, 2, 2.9999999999999997e-04)
(0, 24, 0, 2.9999999999999997e-04)
(0, 24, 1, 2.9999999999999997e-04)
(0, 24, 2, 2.9999999999999997e-04)
(0, 25, 0, 2.9999999999999997e-04)
(0, 25, 1, 2.9999999999999997e-04)
(0, 25, 2, 2.9999999999999997e-04)
(0, 26, 0, 2.9999999999999997e-04)
(0, 26, 1, 2.9999999999999997e-04)
(0, 26, 2, 2.9999999999999997e-04)
(0, 27, 0, 2.9999999999999997e-04)
(0, 27, 1, 2.9999999999999997e-04)
(0, 27, 2, 2.9999999999999997e-04)
(0, 28, 0, 2.9999999999999997e-04)
(0, 28, 1, 2.9999999999999997e-04)
(0, 28, 2, 2.9999999999999997e-04)
(0, 29, 0, 2.9999999999999997e-04)
(0, 29, 1, 2.9999999999999997e-04)
(0, 29, 2, 2.9999999999999997e-04)
(0, 30, 0, 2.9999999999999997e-04)
(0, 30, 1, 2.9999999999999997e-04)
(0, 30, 2, 2.9999999999999997e-04)
(0, 31, 0, 2.9999999999999997e-04)
(0, 31, 1, 2.9999999999999997e-04)
(0, 31, 2, 2.9999999999999997e-04)
(1, 0, 0, 2.9999999999999997e-04)
(1, 0, 1, 2.9999999999999997e-04)
(1, 0, 2, 2.9999999999999997e-04)
(1, 1, 0, 2.9999999999999997e-04)
(1, 1, 1, 2.9999999999999997e-04)
(1, 1, 2, 2.9999999999999997e-04)
(1, 2, 0, 2.9999999999999997e-04)
(1, 2, 1, 2.9999999999999997e-04)
(1, 2, 2, 2.9999999999999997e-04)
(1, 3, 0, 2.9999999999999997e-04)
(1, 3, 1, 2.9999999999999997e-04)
(1, 3, 2, 2.9999999999999997e-04)
(1, 4, 0, 2.9999999999999997e-04)
(1, 4, 1, 2.9999999999999997e-04)
(1, 4, 2, 2.9999999999999997e-04)
(1, 5, 0, 2.9999999999999997e-04)
(1, 5, 1, 2.9999999999999997e-04)
(1, 5, 2, 2.9999999999999997e-04)
(1, 6, 0, 2.9999999999999997e-04)
(1, 6, 1, 2.9999999999999997e-04)
(1, 6, 2, 2.9999999999999997e-04)
(1, 7, 0, 2.9999999999999997e-04)
(1, 7, 1, 2.9999999999999997e-04)
(1, 7, 2, 2.9999999999999997e-04)
(1, 8, 0, 2.9999999999999997e-04)
(1, 8, 1, 2.9999999999999997e-04)
(1, 8, 2, 2.9999999999999997e-04)
(1, 9, 0, 2.9999999999999997e-04)
(1, 9, 1, 2.9999999999999997e-04)
(1, 9, 2, 2.9999999999999997e-04)
(1, 10, 0, 2.9999999999999997e-04)
(1, 10, 1, 2.9999999999999997e-04)
(1, 10, 2, 2.9999999999999997e-04)
(1, 11, 0, 2.9999999999999997e-04)
(1, 11, 1, 2.9999999999999997e-04)
(1, 11, 2, 2.9999999999999997e-04)
(1, 12, 0, 2.9999999999999997e-04)
(1, 12, 1, 2.9999999999999997e-04)
(1, 12, 2, 2.9999999999999997e-04)
(1, 13, 0, 2.9999999999999997e-04)
(1, 13, 1, 2.9999999999999997e-04)
(1, 13, 2, 2.9999999999999997e-04)
(1, 14, 0, 2.9999999999999997e-04)
(1, 14, 1, 2.9999999999999997e-04)
(1, 14, 2, 2.9999999999999997e-04)
(1, 15, 0, 2.9999999999999997e-04)
(1, 15, 1, 2.9999999999999997e-04)
(1, 15, 2, 2.9999999999999997e-04)
(1, 16, 0, 2.9999999999999997e-04)
(1, 16, 1, 2.9999999999999997e-04)
(1, 16, 2, 2.9999999999999997e-04)
(1, 17, 0, 2.9999999999999997e-04)
(1, 17, 1, 2.9999999999999997e-04)
(1, 17, 2, 2.9999999999999997e-04)
(1, 18, 0, 2.9999999999999997e-04)
(1, 18, 1, 2.9999999999999997e-04)
(1, 18, 2, 2.9999999999999997e-04)
(1, 19, 0, 2.9999999999999997e-04)
(1, 19, 1, 2.9999999999999997e-04)
(1, 19, 2, 2.9999999999999997e-04)
(1, 20, 0, 2.9999999999999997e-04)
(1, 20, 1, 2.9999999999999997e-04)
(1, 20, 2, 2.9999999999999997e-04)
(1, 21, 0, 2.9999999999999997e-04)
(1, 21, 1, 2.9999999999999997e-04)
(1, 21, 2, 2.9999999999999997e-04)
(1, 22, 0, 2.9999999999999997e-04)
(1, 22, 1, 2.9999999999999997e-04)
(1, 22, 2, 2.9999999999999997e-04)
(1, 23, 0, 2.9999999999999997e-04)
(1, 23, 1, 2.9999999999999997e-04)
(1, 23, 2, 2.9999999999999997e-04)
(1, 24, 0, 2.9999999999999997e-04)
(1, 24, 1, 2.9999999999999997e-04)
(1, 24, 2, 2.9999999999999997e-04)
(1, 25, 0, 2.9999999999999997e-04)
(1, 25, 1, 2.9999999999999997e-04)
(1, 25, 2, 2.9999999999999997e-04)
(1, 26, 0, 2.9999999999999997e-04)
(1, 26, 1, 2.9999999999999997e-04)
(1, 26, 2, 2.9999999999999997e-04)
(1, 27, 0, 2.9999999999999997e-04)
(1, 27, 1, 2.9999999999999997e-04)
(1, 27, 2, 2.9999999999999997e-04)
(1, 28, 0, 2.9999999999999997e-04)
(1, 28, 1, 2.9999999999999997e-04)
(1, 28, 2, 2.9999999999999997e-04)
(1, 29, 0, 2.9999999999999997e-04)
(1, 29, 1, 2.9999999999999997e-04)
(1, 29, 2, 2.9999999999999997e-04)
(1, 30, 0, 2.9999999999999997e-04)
(1, 30, 1, 2.9999999999999997e-04)
(1, 30, 2, 2.9999999999999997e-04)
(1, 31, 0, 2.9999999999999997e-04)
(1, 31, 1, 2.9999999999999997e-04)
(1, 31, 2, 2.9999999999999997e-04)
